Speed_Mach,Altitude_meters,GPS_Signal_Strength_dBm,Inertial_Accel_m_s2,Doppler_Shift_Hz,Fault_Event
2.091332735730765,43265.89598873683,-67.24128513607388,1.4044484399791357,10.095906196513376,1
4.451041890874176,39723.75389457759,-107.98593480039116,1.420469687893874,9.42492197994786,0
7.414422252684274,35107.91672844093,-108.39821075185964,1.9021704476969303,-18.618610135941964,0
6.959395104851287,38799.39136607136,-111.34563215282247,1.0700424998999516,16.534619002590638,0
8.583636585003825,28618.81843823512,-107.97183073001108,2.6670553737330382,-19.64665157857668,0
7.550725049503729,35066.48351641447,-77.4722246836232,1.207849753655028,-4.745765582368762,0
2.582141182022641,34382.62477187765,-100.10953147632078,1.5048809692076193,-33.45717331558777,1
6.145161440145997,41796.91443369607,-66.64820605523333,0.2362115586401161,31.354058124450265,1
8.928807046006067,33558.17544204615,-100.82852045420748,2.8159693524462224,11.046228066364634,0
5.724964608533519,46582.27900155677,-79.01318791421107,0.520922329620894,14.913444700388595,0
4.43513958957691,20148.91141169715,-110.941296337895,2.9301769947161365,-15.559868730797948,1
7.974282566633006,35941.90373670562,-99.19546967085527,2.482169494721721,-1.3006161316024285,0
4.0437819698751145,29361.264590730545,-111.626209748781,4.438636969878407,23.08462154650765,1
9.298475672350882,48159.17457520319,-81.05217062342778,0.998933331811742,-0.7179437274640748,0
3.8780045850431897,45566.49887233204,-76.16145643831099,0.3741089168844901,19.528031662052555,1
8.28929865269607,42649.7090236495,-103.10220661202592,2.3434535471387585,-20.76240156884861,0
3.2248661093494317,30629.263850553467,-79.04990966413098,1.5454877232861164,-15.37857456234612,0
7.6865231574455,41457.235434495495,-93.4417391362638,1.6624725205422068,1.2034884405226158,0
5.931108757637052,29682.27646726536,-78.34541863769621,1.8014850172182315,-9.944606154628827,0
8.252390526309245,38409.75432223646,-99.37073988126602,2.40288274205977,16.726323459237634,0
7.6873956404942865,53967.09066058483,-91.42592846988563,3.806764158431736,15.960630809444105,1
3.905626698640547,36341.225104590754,-102.9412969599276,0.661694902167083,32.34901696747178,1
3.789607990784115,29832.576609028143,-101.08257965686144,3.4939873655404496,-29.225734033049758,1
2.229377240052064,35432.41961423705,-76.11550449606882,1.4025281882438971,25.682972117732696,1
5.710220005059828,29456.20979393557,-88.1163801895438,2.333269268145962,9.575680904033334,0
8.927034674221584,28763.05329234094,-92.52715026414585,3.1451006401455945,17.660789719594177,0
8.497949281174435,46671.98250965285,-110.0538306386458,0.7807336346149526,18.40865548108385,0
6.697733074063893,21679.796959111107,-94.80713985676172,2.557466952728913,33.88742627145376,1
8.48784656184473,33089.72028262093,-114.12348415025711,2.2598275252736286,20.86120737405593,0
4.330185739700449,43837.7752471853,-99.89436723238468,2.5739048084350595,-10.042243827932657,0
5.101092386726419,23540.17651331258,-109.85705912462696,1.3227688982200976,-6.38023229722776,1
9.4692966467128,44681.92164347957,-81.41061475084781,2.3676425483385017,20.955836174830655,0
5.504046463073894,32296.183782408025,-99.48801762486426,0.7540985507855675,20.056802242821654,0
6.658533024046845,36108.15495540666,-108.47422233003826,1.4952689590806152,-17.274333818328063,0
4.174317125998604,39977.565164718006,-107.80249774297356,2.1641653056569297,15.02564859177771,0
5.850815766667536,37716.67978214719,-91.47676489374057,3.334304297857128,-20.15506989052015,0
4.2137973403162725,29372.69772443097,-103.23550695745828,3.389836909518463,14.90959504691002,0
