Speed_Mach,Altitude_meters,GPS_Signal_Strength_dBm,Inertial_Accel_m_s2,Doppler_Shift_Hz,Fault_Event
-0.8079124940652566,0.23877217998189346,-0.7366283772722111,-0.4830484952525375,0.4423578486863595,0
0.47375246740060406,-0.2372537576230253,-0.7603795770582992,-0.14271151154634118,-0.8089254765179311,0
0.27695277222510584,0.1434437436698046,-0.9301803968701565,-0.7306365044955719,0.7595876931625756,0
0.9794388320299251,-0.90646694401259,-0.7358158423858048,0.3977041371976997,-0.8547959863193305,0
0.5327035629415724,-0.24152671676196008,1.0212651467539078,-0.6332712748974029,-0.18992859013065755,0
1.128725400605742,-0.39707678047861195,-0.3242900454279342,0.50291662299003,0.5146994232997814,0
-0.2569396483648042,0.9460839258529522,0.9324903214885847,-1.1186074566722217,0.6872519986711633,0
0.7158926114572615,-0.15124564397637313,-0.23021006021882362,0.267076354052191,-0.03620836534705957,0
1.2886074501209661,1.1087073388834323,0.8150246155348656,-0.7808774046571012,-0.010209919062117209,0
0.8521373828029578,0.540522541525115,-0.45527700693480416,0.169069103219466,-0.9045799918488285,0
-1.3382347422758603,-0.6991320385650148,0.9303747830592006,-0.3947192572175672,-0.6643572933962324,0
0.5914363800396837,0.4175441222449469,0.10126210776875803,-0.31206575869724756,0.07552307713740906,0
-0.16778209831753027,-0.7967937499305935,0.9709604807133069,-0.21384898645148845,-0.4218973197322547,0
0.8361745813371166,0.10326092689328574,-0.24030736948264964,0.2110577290040175,0.7681414156030458,0
-0.263316704069997,-0.8201077439602201,0.4080558070511451,0.1618735845845195,0.4490846093188765,0
1.1279588480416036,-0.8915921706638373,0.1539515332529118,0.7354583979806659,0.809836664429695,0
0.9423789876792231,0.9553349446846293,-0.8557597673430241,-0.9350424651812377,0.8432059259398386,0
0.9380095514950346,-0.4453880181728771,-1.090212330656863,0.10998464578044712,0.9526371229514068,0
-0.8601828999615734,0.6630464342968172,-0.27047351860093144,0.3318902853843814,-0.4262538462928872,0
1.3624876918694124,0.7501022738571449,0.7943746648108925,0.1861594057353931,0.9568593956667042,0
-0.35248696656821893,-0.527224517802637,-0.24706373523413672,-0.9538610032606893,0.9167451132265726,0
0.14682962226766028,-0.1341003484618957,-0.7647586007994266,-0.4302004193028019,-0.7489447817271984,0
-0.9275962308145481,0.2649474421271158,-0.7260605763044875,0.042396229909361156,0.6922584599734712,0
-0.2025088969773094,0.03178495278473013,0.21446418914763185,0.8691368297897625,-0.8774812655250448,0
-0.9105209987538176,-0.8287202469052767,-0.4629564340870344,0.9083723949524033,0.6870802297518399,0
0.9513504893941679,-0.9496438953752716,0.42639622993172416,0.9413731674758371,-0.4942765617983712,0
-0.5654269755058168,0.1185481493665386,0.1236704136755069,-0.9880071569256031,1.098964972422623,0
-0.7281972788236644,-0.5881626442675668,-0.5156375719505698,-0.5209389604523618,0.05198224005171777,0
1.2064694026195366,-0.3691115966410562,0.11987264721904532,-0.22416890821964533,-0.7366570638058104,0
0.15728048021673935,0.5247100182397251,-1.1235666356871088,0.5266919096632434,1.0353288249956005,0
0.3598591586930711,-0.3602211338616345,-0.8154516027123081,-0.20424283387747166,0.08635358554999001,0
0.48847027540431587,0.32807926191952563,0.031241468269291195,0.6145389447639407,-0.23352431258820444,0
0.5612263090306774,-0.008459967431978493,-0.6900492275672183,0.03330203733413071,0.09142238576207452,0
-0.6917853099155306,-0.01663798436846304,0.1928380716866346,-0.39394923148706823,0.3382330245500542,0
0.48469177026005383,0.9003134347568039,-0.6136175367987345,-0.19087664731630127,0.4697576507011223,0
0.951773242852376,0.3909381700909269,0.41969033977595255,-0.7850254914452116,1.1013897318330976,0
-0.13260758598710873,-1.2104720054173541,-1.1350702574106133,-0.5766206115309602,1.0392040660430384,0
1.0359024419817642,-0.011545698946061365,1.0675371880675677,0.11382969617725783,-0.18940875542209826,0
-0.29951392879043653,1.217799527034973,-0.3258455840333293,0.5736707948965069,1.081501314367188,0
-0.1864309887457053,0.2846976715667591,-0.21856839542351392,0.1650584668653616,-0.9121267638513297,0
0.88340905805337,-0.7016170455421267,-0.693287462259454,0.19798724851785107,-0.8259924075912571,0
-0.06162988831254499,-1.0665283499246851,-1.069593014110575,0.4797427301027876,-0.4420160981444299,0
-0.29720883310994156,-0.6074560407299492,0.43658140631258924,0.8081539965364256,-0.6773565007762093,0
-1.1690988824465138,-0.7786737150533616,0.4686028834896038,0.57159445329686,0.026394276329529266,0
-0.6156559863356154,1.2526788305656407,-0.2422676079261033,-0.38161978460039736,0.5802193375422247,0
1.019110674979335,0.5630727260086176,-0.8919244632398786,-0.6811871196421635,0.511999708082439,0
0.5725637577040209,0.08242538444346093,-0.1682418195149569,-0.46391507072293553,-0.9519688320111257,0
0.25819357823292405,0.688589764800705,0.13013509188903286,0.6617297821364456,-0.5145410340734927,0
-1.2961083782114002,-0.9846029606064962,-1.0519849398567402,0.31734939373413196,0.8262442662489354,0
1.2492355517661642,0.3930209018450068,0.6264050507366311,0.7589601013084112,-0.7444216711479981,0
-0.661583404830621,0.16739196957743474,-0.42910092568549196,-0.20067472014175672,1.0865059019092917,0
0.4299172486718079,0.938549480586767,-0.39131501778898903,-0.1241341195806599,1.0814919132014293,0
0.10048872718397682,0.9591306897406903,-0.10239962548878762,0.7393539196888274,0.6007001521950451,0
0.1595302546149813,0.774602841100909,-0.6964255698718461,0.3042701513279351,-0.5550101393986034,0
-0.10306364116500268,-1.2634579249005913,-0.5488574993713424,-0.6143464863217,-0.9736471055795974,0
-0.10625568078398963,0.47723742277146325,-0.42148408725839914,-0.44862634449585154,0.3099852991369711,0
-0.7881302550831042,0.3289322129836367,-0.5899133077517275,0.42363609209742964,1.0315331859027976,0
